Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
6860,12512,45318,Isle of Flowers,8.0,181,Released,1989-09-06,0,13,False,/kTEzMJA9zphutZPv6b4locJLh7m.jpg,0,,tt0097564,pt,Ilha das Flores,"A tomato is planted, harvested and sold at a supermarket, but it rots and ends up in the trash. But it doesn’t end there: Isle of Flowers follows it up until its real end, among animals, trash, women and children. And then the difference between tomatoes, pigs and human beings becomes clear.",5.131,/sGLv72iYI46tNldBSjYp4GIz1sw.jpg,A place where there are very few flowers.,Documentary,Casa de Cinema de Porto Alegre,Brazil,Portuguese,"misery, slum, supermarket, capitalism, pig, hunger, tomato, money, poverty, garbage dump, landfill, economic crisis, poor, short film",8.5,['Amazon Prime Video']
6862,12520,1003180,Inside the Mind of a Cat,7.411,181,Released,2022-08-18,0,67,False,/Agx6yUbh09BAjQlXfQlaXRpdIq0.jpg,0,https://www.netflix.com/title/81447086,tt21340412,en,Inside the Mind of a Cat,Cat experts dive into the mind of the feline to reveal the true capabilities of the pouncing pet in this captivating and cuddly documentary.,8.215,/lqngTIvF2UdcK9uTZ8nLX3AfbHp.jpg,,Documentary,Red Rock Films,"Turkey, United States of America","English, Japanese, Russian",cat,6.9,['Amazon Prime Video']
6863,12523,453127,Midnight Runners,7.467,181,Released,2017-08-09,0,108,False,/aaZDTfTkMiJOqc0lrDihZab19nK.jpg,0,,tt7056732,ko,청년경찰,"Two apathetic police academy recruits who become best buddies through the tough training together witness a woman being abducted right before their very eyes. As they were taught in the academy, they quickly report the incident to the police, but the police are in no hurry to jump on the case. So the duo decide to take the matter into their own hands and rescue the woman.",10.641,/11qHlLL2rsQGH1nmPjJ7jFjeGcb.jpg,"Trainees By Day, Detectives By Night","Action, Comedy, Adventure, Crime","Lotte Entertainment, Movierock, Studio By The Library, Very Good Studio",South Korea,Korean,"police, bromance, korean chinese, dramatic, suspenseful, compassionate",7.3,['Amazon Prime Video']
6865,12527,53961,Brainstorm,7.878,181,Released,2001-06-22,0,74,False,/nwPHdJp7bwFCFwcxUTuqHvtcESi.jpg,0,http://www.bichodesetecabecas.com.br/,tt0263124,pt,Bicho de Sete Cabeças,"A trip to the mental institution hell. This odyssey is lived by Neto, a middle class teenager, who lives a normal life until his father sends him to a mental institution after finding drugs on his pocket. The maconha cigarrete is just the final drop that exposes the family tragedy. Send to a mental institution, Neto gets to know a completely absurd, inhumane reality in which the people are devoured by a corrupt and cruel institution system. The documentary type language used by the director give this movie a sensation of realty that increases even more the impact of the emotions Neto goes through. In the mental institution, Neto is forced to mature. The transformations that he goes through change this relations with his father.",5.856,/ucFRXjYTuIhMEa2ZgK4FKrwTPN.jpg,,Drama,"Dezenove Som e Imagem, Gullane Entretenimento, Buriti Filmes, Fabrica Cinema",Brazil,Portuguese,woman director,7.7,['Amazon Prime Video']
6866,12529,10310,The Bitter Tears of Petra von Kant,7.37,181,Released,1972-10-05,0,124,False,/kyVtVCs493JAL3lxfSC8UrGbrwS.jpg,0,,tt0068278,de,Die bitteren Tränen der Petra von Kant,"Petra von Kant is a successful fashion designer -- arrogant, caustic, and self-satisfied. She mistreats Marlene (her secretary, maid, and co-designer). Enter Karin, a 23-year-old beauty who wants to be a model. Petra falls in love with Karin and invites her to move in.",11.114,/kfNhPIAv5UPbfpZc1mYxkzVddPZ.jpg,Sex is the ultimate weapon.,"Drama, Romance","Tango Film, Filmverlag der Autoren",Germany,German,"australia, success, bremen, based on play or musical, fashion designer, egoism, lesbian relationship, secretary, fashion, lgbt",7.5,['Amazon Prime Video']
6871,12536,19354,The Adventures of Prince Achmed,7.594,180,Released,1926-09-03,0,65,False,/v9rj1QERxiEi5COZLAopyqLAK8z.jpg,0,,tt0015532,de,Die Abenteuer des Prinzen Achmed,"Based on stories from ""The Arabian Nights"". A wicked sorcerer tricks Prince Achmed into riding a magical flying horse. The heroic prince is able to subdue the magical horse, which he uses to fly off to many adventures. While travelling, he falls in love with the beautiful Princess Peri Banu, and must defeat an army of demons to win her heart. The film is animated using the silhouette technique.",7.82,/c3OKMlt9QxpPeSfpyViqYkYFvUz.jpg,,"Animation, Adventure, Fantasy, Romance",Comenius-Film GmbH,Germany,No Language,"prince, flying horse, sorcerer, silent film, arabian nights, epic poem",7.8,"['Amazon Prime Video', 'Disney+ hotstar']"
6878,12554,32117,Aprile,7.431,180,Released,1998-03-27,0,78,False,/tU3UcgURmi7d8VRXzeMDmEE2kIP.jpg,0,,tt0118635,it,Aprile,"Nanni Moretti takes another look at the ebbs and flows of his life in April 1996, as he becomes a father for the first time and seems unable to focus on his documentary about the upcoming national elections.",6.04,/bUIgUu5ZahvuAqk0mEO7HKmTFNV.jpg,,Comedy,"Sacher Film, Bac Films, RAI, Canal+, ARTE, ZDF","France, Italy","English, French, Italian","election campaign, politics, autobiography, election, self-referential, fatherhood, berlusconi, 1990s, self-reflexive, deadpan comedy, film director, left politics",7.0,['Amazon Prime Video']
6882,12560,381028,Tower,7.631,180,Released,2016-03-13,0,83,False,/1u03hsF4PIT5HcM1b5oyRQvYjeV.jpg,0,http://www.towerdocumentary.com,tt5116410,en,Tower,"Combining archival footage with rotoscopic animation, Tower reveals the action-packed untold stories of the witnesses, heroes and survivors of America’s first mass school shooting, when the worst in one man brought out the best in so many others.",7.285,/sYau8BFtkQUMWDyRbpACru4cS6G.jpg,"August 1, 1966, was the day our innocence was shattered.","Animation, Crime, Documentary","Independent Lens, Go-Valley",United States of America,English,"violence in schools, massacre, adult animation, school shooting",7.9,['Amazon Prime Video']
6883,12563,210024,An Adventure in Space and Time,7.7,180,Released,2013-11-21,0,83,False,/xQ1fyN4G3DJy1y9zTf16Sxvr3D1.jpg,0,https://www.bbc.co.uk/programmes/p01kqt9x,tt2663812,en,An Adventure in Space and Time,"This docudrama travels back in time to 1963 to see how Doctor Who was first brought to the screen. Actor William Hartnell felt trapped by a succession of hard-man roles. Wannabe producer Verity Lambert was frustrated by the TV industry's glass ceiling. Both of them were to find unlikely hope and unexpected challenges in the form of a Saturday tea-time drama. Allied with a team of unusual but brilliant people, they went on to create the longest running science fiction series ever made.",6.452,/lRrmdPMvCPGcLF6FrvS66STXAyU.jpg,The Story Begins Here...,Drama,"BBC Wales, BBC America",United Kingdom,English,"time travel, biography, docudrama, doctor who",8.2,['Amazon Prime Video']
6885,12567,37563,A Summer's Tale,7.4,180,Released,1996-06-05,0,113,False,/h7jewTP4Q0fPAiufeFTGZF04P39.jpg,0,,tt0115940,fr,Conte d'été,"A shy maths graduate takes a holiday in Dinard before starting his first job. He hopes his sort-of girlfriend will join him, but soon strikes up a friendship with another girl working in town. She in turn introduces him to a further young lady who fancies him. Thus the quiet young lad finds he is having to do some tricky juggling in territory new to him.",9.104,/l3syqgYqqfqPVheINI5jOBN5hXL.jpg,,"Comedy, Drama, Romance","Sofilmka, Les Films du Losange, La Sept Cinéma, Canal+",France,French,"beach, waitress, holiday, coming of age, graduate",7.6,['Amazon Prime Video']
6887,12573,373879,One Piece: Adventure of Nebulandia,7.7,180,Released,2015-12-20,0,106,False,/qiFse005acXSGGTZcETuVemJiSg.jpg,0,,tt6609162,ja,ONE PIECE 〜アドベンチャー オブ ネブランディア〜,"Kōmei devises a plan where Zoro and Sanji take part in an eating contest, and the two eat a strange ""good-for-nothing-only"" mushroom that turns them into good-for-nothing men. The two are then locked in a jail cell. When the rest of the Straw Hat Pirates chase after their imprisoned crew, they land on the island of Nebulandia, which features a mysterious fog made from sea water, and it has the same effects as seastone. The Straw Hat Pirates' arrival on Nebulandia is also a part of Kōmei's plan.",34.817,/xdu9XJSHT835OoChOiwEgi9Uzjf.jpg,,"Action, Animation, Adventure, Comedy, Fantasy",Toei Animation,Japan,Japanese,"pirate, super power, anime",6.6,['Amazon Prime Video']
6893,12583,31977,Black,7.709,179,Released,2005-02-04,733094,124,False,/c8Jpcdk6ROqqy9CSv1j9PLehyXi.jpg,0,,tt0375611,hi,Black,"Black is an adaptation of Helen Keller's autobiography. Black revolves around a blind and deaf girl, and her relationship with her teacher who himself later develops Alzheimer's disease.",7.418,/A8RQBG6h7b4dW85G16lRgJT8LNC.jpg,An unending darkness... A world of shadows... A ray of light that found its way... A teacher's dream... A student's miracle... A valiant journey... From ignorance to knowledge... From darkness to light... An extraordinary story of an ordinary life.,Drama,"Applause Bhansali Productions, Applause Entertainment, Bhansali Productions, Yash Raj Films",India,"Hindi, English","deaf, tale, teacher, mute, blind, teacher student relationship, ray of light",8.1,['Amazon Prime Video']
6896,12591,499028,Be with You,8.26,179,Released,2018-03-14,18588844,132,False,/1YwobLXEIaHd82AXlCNUqh1SETt.jpg,0,,tt8092252,ko,지금 만나러 갑니다,"Along with his young son, Ji-ho, Woo-jin misses his wife Soo-a, who died after promising to return a year later with the rainy season. Miraculously, they reunite with Soo-a when the rainy season comes around, but she has no memory of her husband and son whom she dearly loved.",14.036,/mvstNgM68EyCRWwpArakLhWvvtk.jpg,A miracle that came with the rain.,"Romance, Drama, Fantasy","Lotte Entertainment, Movierock, Studio By The Library, Green Tree Pictures",South Korea,Korean,"amnesia, based on novel or book, resurrection, remake, bromance, tearjerker, first love, mother son relationship, death of a loved one",7.7,['Amazon Prime Video']
6897,12595,528644,Bilby,8.145,179,Released,2019-02-22,0,8,False,/r36XKxRSy2XQTBPfiu4ACXsINvo.jpg,0,,tt8013970,en,Bilby,"Threatened daily by the deadly residents and harsh environment of Australia’s Outback, a lonesome bilby finds himself an unwitting protector, and unexpected friend, to a helpless (and quite adorable) baby bird.",8.371,/xjOrumBkIq6hDjijozRuja8Obo0.jpg,,"Animation, Comedy, Family, Adventure",DreamWorks Animation,United States of America,No Language,"rescue, cartoon, animal, australian outback, marsupial, short film, anthropomorphic animal",7.4,['Amazon Prime Video']
6906,12612,12636,Godzilla Against MechaGodzilla,7.4,179,Released,2002-11-02,16000000,88,False,/bBJ6lowXJITMCs3rLZCFWAmyWTJ.jpg,8500000,,tt0314111,ja,ゴジラ×メカゴジラ,"JSDF pilot Akane has a fateful encounter when a new Godzilla emerges in Tateyama. As a countermeasure, a cyborg named Kiryu is constructed from the remains of the original. The machine is discovered to harbor the restless soul of the original monster as Akane must learn to find value in her own life as well.",11.196,/nSft7gT42Y7f0gZtZ74nMyuyMvw.jpg,Startup - Resonance - Smashed Ice.,"Action, Science Fiction",Toho Pictures,Japan,Japanese,"biological weapon, giant monster, giant robot, creature feature, gojira, bio organic weapon, kaiju, godzilla",6.6,['Amazon Prime Video']
6908,12616,1002185,A Million Miles Away,8.011,179,Released,2023-09-08,0,123,False,/23HvwdsAQeL0MxN9fm3d8m1NaPw.jpg,0,https://www.amazon.com/dp/B0CC85MZD6,tt21940010,en,A Million Miles Away,"The life of engineer and former NASA astronaut José M. Hernández, the first migrant farmworker to go to space.",311.77,/kMI3tgxLAZbzGOVlorUBva0kriS.jpg,It takes more than a dream to reach the stars.,"Drama, History","Select Films, Redrum, Metro-Goldwyn-Mayer","Mexico, United States of America",English,"underdog, based on novel or book, nasa, based on true story, astronaut, mexican american, migrant worker",7.3,['Amazon Prime Video']
6910,12622,50337,Firebreather,7.461,179,Released,2010-11-24,0,70,False,/lYasFduyooJu9Ebi9w8TpLaJT8y.jpg,0,,tt1782440,en,Firebreather,"It's not easy being a teen like Duncan. His mom wants him to pay more attention to his homework, while his dad - a 120-foot-tall monster known as a Kaiju - wants him to become the next King of All Monsters. When these worlds collide, Duncan must use his human wits and his Kaiju powers - including super strength, agility and the ability to breathe fire - to protect his family and friends from a giant monster rampage.",13.019,/SAVggPzEtiS4zYfq5ELJkrL3s3.jpg,"Forged in Darkness, Born in Flames","Fantasy, Animation, Action, Thriller, Family",Cartoon Network Studios,United States of America,English,"fire, based on comic, dragon",6.1,['Amazon Prime Video']
6915,12630,564147,K.G.F: Chapter 1,7.425,179,Released,2018-12-20,0,156,False,/4i1ofsSpfTuswHXcgPtXbZrSnoe.jpg,0,,tt7838252,kn,ಕೆಜಿಎಫ್ ಅಧ್ಯಾಯ ೧,"A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.",9.309,/ltHlJwvxKv7d0ooCiKSAvfwV9tX.jpg,From The Streets Of Mumbai...To The Bloody Gold Mines Of Kolar,"Action, Crime, Drama","Hombale Films, Vaaraahi Chalana Chitram",India,"Hindi, Kannada","gold, undercover, gold mine, one man army, action hero, period film",8.2,['Amazon Prime Video']
6916,12631,416211,The White Helmets,7.366,179,Released,2016-09-16,0,40,False,/hkbzt4YyjrduGqeN9kHEdXMCEQm.jpg,0,https://www.netflix.com/title/80101827,tt6073176,ar,The White Helmets,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",6.499,/w5wJW2MrmhoZYSrCzaB8WxkYDEC.jpg,To save a life is to save all of humanity.,"Documentary, War","Grain Media, Violet Films",United Kingdom,"Arabic, English","rescue team, syria, syrian civil war, short film",7.5,"['Netflix', 'Amazon Prime Video']"
6920,12637,29740,I Am a Fugitive from a Chain Gang,7.8,178,Released,1932-11-09,0,92,False,/nWLMIG4xY4MO2ESGoVfoVemu2a5.jpg,195845,,tt0023042,en,I Am a Fugitive from a Chain Gang,A World War I veteran’s dreams of becoming a master architect evaporate in the cold light of economic realities. Things get even worse when he’s falsely convicted of a crime and sent to work on a chain gang.,8.001,/jer6lim61i8V6a5HOZq2i07UQQf.jpg,Six sticks of dynamite that blasted his way to freedom … and awoke America’s conscience!,"Crime, Drama","Warner Bros. Pictures, The Vitaphone Corporation",United States of America,English,"prison, war veteran, blackmail, hamburger, based on true story, chain gang, fugitive, pre-code, escaped prisoner, reverend, tradesman, prison system, prison brutality, prison life, prison reform, innocent in jail, reformed criminal, escapee, forced labor",8.2,['Amazon Prime Video']
6921,12638,47697,Othello,7.34,178,Released,1951-11-27,0,93,False,/kHbwWLE4mFVoC4wFCXsZ2HioRuf.jpg,0,,tt0045251,en,Othello,"When a secret marriage is planned between Othello, a Moorish general, and Desdemona, the daughter of Senator Brabantio, her old suitor Roderigo takes it hard. He allies himself with Iago, who has his own grudge against Othello, and the two conspire to bring Othello down. When their first plan, to have him accused of witchcraft, fails, they plant evidence intended to make him believe Desdemona is unfaithful.",10.144,/61A7EJqfMsrQO0YWsUWq8gbgbu0.jpg,Orson Welles' magnificent screening of Shakespeare's immortal tragedy,"Drama, Romance","Les Films Marceau, Mercury Productions","France, Italy, Morocco, United States of America",English,"husband wife relationship, victim, love, murder, interracial marriage, tragic love, handkerchief, resentment, jealous husband, father daughter conflict, mistrust of wife",7.5,['Amazon Prime Video']
6922,12641,923939,The Wonderful Story of Henry Sugar,7.508,178,Released,2023-09-20,0,40,False,/dS4JR8gmj8UnamjuLEyAkEFoppy.jpg,0,https://www.netflix.com/title/81388090,tt16968450,en,The Wonderful Story of Henry Sugar,A rich man learns about a guru who can see without using his eyes. He sets out to master the skill in order to cheat at gambling.,189.007,/A4LTXT8MMZIr4aIwhE4qbGFivBo.jpg,,"Fantasy, Comedy, Adventure","American Empirical Pictures, Indian Paintbrush",United States of America,English,"london, england, card game, casino, based on novel or book, gambling, charity, training, wealth, breaking the fourth wall, calcutta, storytelling, story within the story, 1930s, yogi",7.4,"['Netflix', 'Amazon Prime Video']"
6925,12656,29884,Ball of Fire,7.371,178,Released,1941-12-02,2641000,111,False,/eVzQFWYICGBql9cfss1WKn0CxZK.jpg,0,,tt0033373,en,Ball of Fire,"A group of academics have spent years shut up in a house working on the definitive encyclopedia. When one of them discovers that his entry on slang is hopelessly outdated, he ventures into the wide world to learn about the evolving language. Here he meets Sugarpuss O’Shea, a nightclub singer, who’s on top of all the slang—and, it just so happens, needs a place to stay.",9.783,/t9L16dMTuNq4saLpQswZjkNvaMt.jpg,“I LOVE HIM because he doesn't know how to kiss—THE JERK!”,"Comedy, Romance, Crime","Samuel Goldwyn Productions, RKO Radio Pictures",United States of America,English,"research, marriage proposal, slang, gangster, professor, nightclub, encyclopedia, singer, us republican party, screwball comedy, conga, nightclub performer",7.7,"['Amazon Prime Video', 'Youtube']"
6927,12663,284995,Scooby-Doo! Frankencreepy,7.778,178,Released,2014-08-19,0,74,False,/8y0TzKXeyQa56YVduWU3R63d361.jpg,0,,tt3919322,en,Scooby-Doo! Frankencreepy,"Velma discovers she's inherited her great-great-uncles' cursed castle in Transylvania, Pennsylvania. The team decide to go there on a spooky adventure.",11.238,/9Ql1KEdLPr0bl5503qFiUscDT1q.jpg,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new adventure!","Adventure, Animation, Comedy, Family, Fantasy, Mystery, Science Fiction","Warner Bros. Animation, Hanna-Barbera Productions",United States of America,English,transalvania,6.6,['Amazon Prime Video']
6935,12675,19316,Saving Face,7.331,178,Released,2004-09-12,0,97,False,/alg0v5J6AGp54oy0epAMW58QXFB.jpg,0,,tt0384504,en,Saving Face,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,12.641,/4n97kstcOsGq2m5cKRIoyZGm3Cv.jpg,"A romantic comedy about right, wrong and everything in between.","Comedy, Romance, Drama","Destination Films, Forensic Films, GreeneStreet Films, Overbrook Entertainment",United States of America,"English, Mandarin","coming out, homophobia, chinese woman, lesbian relationship, cultural difference, dating, lgbt, chinese american, cultural conflict, woman director, intersectionality, mother daughter relationship, lesbian, girls love, lesbian interest, lgbtq",7.4,['Amazon Prime Video']
6936,12676,335209,Doctor Who: Voyage of the Damned,7.5,178,Released,2007-12-25,0,72,False,/wLc0dS39Xl8mPJqUKL5JBRhhYqc.jpg,0,https://www.bbc.co.uk/programmes/b008lyb2,tt1061123,en,Doctor Who: Voyage of the Damned,"When disaster hits the Titanic, the Doctor uncovers a threat to the whole human race. Battling alongside aliens, saboteurs, robot Angels and a new friend called Astrid, can he stop the Christmas inferno?",6.454,/qav0QtsBKvcnpJHqFgFTjynkTca.jpg,,"Science Fiction, TV Movie, Mystery, Drama, Thriller",BBC Wales,United Kingdom,English,titanic,7.6,['Amazon Prime Video']
6939,12687,680058,The Rescue,7.9,177,Released,2021-10-08,946634,107,False,/gOBKWe6lHlt8srk11TFlDuBtl0H.jpg,0,https://films.nationalgeographic.com/the-rescue,tt9098872,en,The Rescue,"The enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand.",7.785,/kC7fVtCkJACwPBaRr2hlj2whfKX.jpg,Courage runs deep,"Documentary, Drama","Cavalry Media, Little Monster Films, National Geographic, Ventureland, Storyteller Productions, Passion Pictures, Michael De Luca Productions, National Geographic Documentary Films","Thailand, United Kingdom, United States of America","German, English, Thai","rescue, cave, natural disaster, monsoon, miracle, thailand, flooding, thai, disaster, cave diving",8.3,"['Netflix', 'Amazon Prime Video']"
6941,12693,409122,Scooby-Doo! and WWE: Curse of the Speed Demon,7.627,177,Released,2016-08-09,0,72,False,/jXlyxmwM39pNUupSMrZiXXy70ah.jpg,0,https://www.warnerbros.com/movies/scooby-doo-and-wwe-curse-speed-demon,tt4196868,en,Scooby-Doo! and WWE: Curse of the Speed Demon,"When Scooby and Mystery Inc. visit an off-road racing competition, it's not long before strange events start to occur. A mysterious phantom racer, known only as Inferno, is causing chaos and is determined to sabotage the race. It's up to Scooby-Doo, Shaggy and their new driving partner, The Undertaker, to save the race and solve the mystery.",12.148,/kCWtWbZhyY48XpYC3n5hinuufH.jpg,,"Family, Animation, Comedy, Mystery","WWE Studios, Warner Bros. Animation",United States of America,English,"friends, pro wrestlers",6.0,['Amazon Prime Video']
6943,12697,300792,Racing Extinction,7.798,177,Released,2015-01-24,0,90,False,/9MTbSRF0NYPxNSXdnrAbzZpvA2p.jpg,0,http://www.racingextinction.com,tt1618448,en,Racing Extinction,An unlikely team of activists and innovators hatches a bold mission to save endangered species.,6.08,/8go3YMk4SXImzIH7uqSAg2qbDXg.jpg,It's better to light one candle than curse the darkness.,"Adventure, Documentary","Oceanic Preservation Society, Insurgent Docs, Vulcan Productions, Okeanos Foundation for the Sea, Li Ka Shing Foundation, Earth Day Texas, JP's Peace, Love & Happiness Foundation",United States of America,English,"animal species, earth, scientist, endangered species, activist",8.2,['Amazon Prime Video']
6946,12702,38198,Itinerary of a Spoiled Child,7.319,177,Released,1988-11-30,0,135,False,/4X8XTVkQofXBDTddAM4hKI0t2ud.jpg,0,,tt0095386,fr,Itinéraire d'un enfant gâté,"A foundling, raised in the circus, Sam Lion becomes a businessman after a trapeze accident. However, when he reaches fifty and becomes tired of his responsibilities and of his son Jean-Philippe, he decides to disappear at sea. However, he runs into Albert Duvivier, one of his former employees. He comes to realise that he has ignored the important things in his life.",14.039,/lzE9jHrYbjgT9IEuNMNvDuYVYhl.jpg,,"Drama, Adventure",Les Films 13,France,French,"circus, africa, lion",6.9,['Amazon Prime Video']
6950,12707,282983,Magical Girl,7.407,177,Released,2014-09-07,0,127,False,/oLdMVXIgl1F2UO8QytexwOMstnF.jpg,0,,tt3089326,es,Magical Girl,"The father of a terminally ill girl is determined to grant his daughter's last wish, a ridiculously expensive collectors' costume from a Japanese TV series. The request will drive him into a journey within his city's dark underbelly.",5.961,/zrTIsngoDR5ekQJBtpSfJtnnxu4.jpg,Be careful what you wish for.,"Drama, Thriller","Aquí y Allí Films, Canal+ España, Sabre Producciones, Lovemonk, TVE","France, Spain",Spanish,"terminal illness, teacher, mental illness",7.2,"['Amazon Prime Video', 'Youtube']"
6951,12709,366696,The Red Pill,7.449,177,Released,2016-10-14,0,118,False,/cnuShC93DKLBmJ8RgfBJLsAPZzt.jpg,0,http://theredpillmovie.com,tt3686998,en,The Red Pill,"When a feminist filmmaker sets out to document the mysterious and polarizing world of the Men’s Rights Movement, she begins to question her own beliefs. Chronicling Cassie Jaye’s journey exploring an alternate perspective on gender equality, power and privilege.",7.853,/26V1JWowe0X6VT07tLXR0RF2PpL.jpg,A feminist's journey into the Men's Rights Movement,Documentary,Jaye Bird Productions,United States of America,English,"politics, feminism, interview, equality, human rights, gender, gender roles, misogyny, social documentary, woman director, identity politics, gender differences, perspective, misandry, men's rights, freedom of expression, gender equality, social & cultural documentary",7.9,"['Amazon Prime Video', 'Youtube']"
6953,12711,682254,Scooby-Doo! The Sword and the Scoob,7.678,177,Released,2021-02-24,0,72,False,/psTz3J2QXVKTQCGrPDFuC4kAOLb.jpg,0,,tt13676256,en,Scooby-Doo! The Sword and the Scoob,"An evil sorceress transports the gang back to the age of chivalrous knights, spell-casting wizards, and fire-breathing dragons.",15.877,/sCoG0ibohbPrnyomtzegSuBL40L.jpg,"Mystery, Inc. is back!","Animation, Comedy, Family, Mystery, Adventure, Fantasy",Warner Bros. Animation,United States of America,English,"friendship, friends",6.1,['Amazon Prime Video']
6954,12712,12276,The Road Home,7.503,177,Released,1999-10-16,0,89,False,/nxzh2GFY0Wb36FKNSaeTer6KzQV.jpg,0,,tt0235060,zh,我的父亲母亲,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback.",10.655,/AbUmBTtVZDpchPA4Yfq4OpIs46X.jpg,An unforgettable journey into the realm of the heart.,"Drama, Romance","Guangxi Film Studio, Columbia Pictures Film Production Asia",China,Mandarin,"china, businessman, funeral, loss of loved one, coffin, village, flashback, grief, death, burial",7.7,['Amazon Prime Video']
6962,12734,430214,"Night Is Short, Walk On Girl",7.472,177,Released,2017-04-07,3878208,93,False,/iBl3hhtHC7qQX7jGphIAYLpmpPC.jpg,0,https://www.fujicreative.co.jp/Portals/0/special/anime/night/,tt6335734,ja,夜は短し歩けよ乙女,"As a group of university students go out for a night on the town, a sophomore known only as ""The Girl with Black Hair"" experiences a series of surreal encounters with the local nightlife – all the while unaware of the romantic longings of ""Senpai"", a senior student who has been creating increasingly fantastic and contrived reasons to run into her in an effort to win her heart.",18.08,/cDp45WZNqgAli3u4GTnUhsqFn5K.jpg,"Meeting like this so often, it's due to fate.","Comedy, Romance, Animation, Fantasy","Science SARU, Fuji Television Network, TOHO, BS Fuji, KADOKAWA",Japan,Japanese,"based on novel or book, theater play, kyoto, japan, anime, binge drinking, book fair, night festival",7.5,['Amazon Prime Video']
6968,12747,1150394,La Leyenda de los Chaneques,8.452,176,Released,2023-07-14,0,89,False,/A9vrM4JXuIWPDf7KJan9D3WfMIQ.jpg,0,,tt28283972,es,La Leyenda de los Chaneques,"Five years after giving up his powers and separating from his friends, Leo San Juan has started a new life trying to focus on his family and their bakery, staying away from danger and adventures. However, Leo knows that his plans are rarely fulfilled and this time is no exception: while traveling with Nando to Veracruz, things start to get weird, and from the depths of the Tuxtlas jungle, an ancient curse has returned and only Leo can face it.",152.986,/4f9ghI3utknpeBZSAzNuIKKATOA.jpg,,"Animation, Comedy, Family, Horror",Ánima Estudios,Mexico,Spanish,,6.2,['Amazon Prime Video']
6972,12752,362585,Kizumonogatari Part 3: Reiketsu,8.04,176,Released,2017-01-06,0,83,False,/2BsyxPmPwRXIwgcZSlJjf0tKFFU.jpg,0,http://kizumonogatari-usa.com/,tt5084198,ja,傷物語〈Ⅲ冷血篇〉,"With help from Meme Oshino, the apparition specialist, Koyomi defeats the three powerful vampire hunters: Dramaturgy, Episode and Guillotinecutter. Koyomi takes back all the limbs of Kiss-shot Acerola-orion Heart-under-blade in order to become a human again.",16.396,/rfKHhHvSwyCv59Ow6wuGX67RkXR.jpg,,"Animation, Fantasy, Mystery",SHAFT,Japan,Japanese,"based on novel or book, vampire, anime, monogatari",7.9,['Amazon Prime Video']
6973,12757,32847,"Now, Voyager",7.4,176,Released,1942-10-22,0,117,False,/nEgvixrQaGEnxSalaQibinOgSVj.jpg,0,,tt0035140,en,"Now, Voyager",A woman suffers a nervous breakdown and an oppressive mother before being freed by the love of a man she meets on a cruise.,12.491,/kWtJ1C98fQB1fUDSfqb1NGBPPK8.jpg,It happens in the best of families. But you'd never think it could happen to her!,"Romance, Drama",Warner Bros. Pictures,United States of America,"English, Portuguese","transformation, cruise, buenos aires, argentina, love, psychiatrist, nervous breakdown, insecurity, psychiatry, spinster, mother daughter relationship, middle age",7.8,['Amazon Prime Video']
6976,12762,53023,Happiness,7.497,176,Released,1965-02-10,0,79,False,/wPliKFiYaUEYCWWIIFW9mxjiz0G.jpg,0,,tt0058985,fr,Le Bonheur,"A young husband and father, perfectly content with his life, falls in love with another woman.",9.042,/r6UYog9MruOe4X71AS57EhuJrFq.jpg,Only a woman could dare to make this film.,"Drama, Romance",Parc Film,France,French,"infidelity, extramarital affair, woman director, french countryside",7.6,['Amazon Prime Video']
6977,12765,32015,I Am Cuba,7.901,176,Released,1964-10-26,0,140,False,/kN8WgizWCEytBnsrg97myazHKzD.jpg,0,,tt0058604,es,Soy Cuba,Four vignettes about the lives of the Cuban people set during the pre-revolutionary era.,7.271,/qQxv27Lae6Uph7iOEzyZ5BOZxJh.jpg,,Drama,"ICAIC, Mosfilm","Cuba, Soviet Union","English, Spanish","rebellion, police, cuba, propaganda, peace, peasant, surrealism, cuban revolution, wealth, university",8.2,['Amazon Prime Video']
6978,12766,443129,Reservoir Dogs,7.5,176,Released,1991-06-01,0,12,False,,0,,tt6493238,en,Reservoir Dogs,Short film made with the help of the Sundance Film Institute and serving as a proof-of-concept for the subsequent feature film.,5.399,/2GoaRQCMHdqwzCkfmDVlzREZlnL.jpg,,Crime,Sundance Institute,United States of America,English,,6.4,['Amazon Prime Video']
