Unnamed: 0.1,Unnamed: 0,id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords,imdb_rating,where_to_watch
3165,5081,143,All Quiet on the Western Front,7.756,696,Released,1930-04-29,3270000,134,False,/yeQGyB8MjpX8KR7rUrP0E3gaviC.jpg,1448864,,tt0020629,en,All Quiet on the Western Front,"A young soldier faces profound disillusionment in the soul-destroying horror of World War I. Together with several other young German soldiers, he experiences the horrors of war, such evil of which he had not conceived of when signing up to fight. They eventually become sad, tormented, and confused of their purpose.",16.367,/1wZUB08igw8iLUgF1r4T6aJD65b.jpg,They left for war as boys never to return as men.,"Drama, War",Universal Pictures,United States of America,"English, French, German, Latin","friendship, army, based on novel or book, germany, disillusion, world war i, steel helmet, patriotism, boot camp, battlefield, atrocity, black and white, soldier, combat, warfare, death, pre-code, anti war, mud, trenches, young soldier, battlefield trauma",8.1,['Amazon Prime Video']
3172,5089,256040,Bāhubali: The Beginning,7.554,696,Released,2015-07-10,90747520,158,False,/xpu8enBAtOHo8KS5eGNONsC6GaS.jpg,25130430,http://baahubali.com,tt2631186,te,బాహుబలి:ద బిగినింగ్,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",20.925,/9BAjt8nSSms62uOVYn1t3C3dVto.jpg,,"Action, Adventure, Drama, Fantasy",Arka Media Works,India,"Sanskrit, Telugu","kingdom, medieval india, ancient india, bilingual",8.0,['Amazon Prime Video']
3175,5092,1116,The Wind That Shakes the Barley,7.362,695,Released,2006-03-23,22889018,127,False,/fKrFGB96kVeJ9uE83Jc4fIWBgqO.jpg,6500000,,tt0460989,en,The Wind That Shakes the Barley,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",13.024,/9XquDdOGrlC0EAbPoOXALqS2dDh.jpg,War has cost them their innocence... Freedom will cost them their blood.,"Drama, War","Sixteen Films, Matador Pictures, Regent Capital, UK Film Council, Fís Éireann/Screen Ireland, Element Films, EMC Produktion, Tornasol Films, Diaphana Films, TV3 Television Network Ireland, Filmstiftung Nordrhein-Westfalen, Pathé, BIM Productions, Cinéart, Filmcoopi Zürich, MEDIA Programme of the European Union","Belgium, France, Germany, Ireland, Italy, Spain, Switzerland, United Kingdom","English, Irish, Latin","guerrilla warfare, civil war, sibling relationship, england, underground, resistance, peace, independence, traitor, mercenary, british army, british empire, dublin, ireland, irish civil war (1922-23), historical fiction, ira (irish republican army), ireland, colonialism",7.5,['Amazon Prime Video']
3176,5093,1083862,Resident Evil: Death Island,7.612,695,Released,2023-06-22,53929,91,False,/7drO1kYgQ0PnnU87sAnBEphYrSM.jpg,0,https://www.sonypictures.com/movies/residentevildeathisland,tt26674627,ja,バイオハザード：デスアイランド,"In San Francisco, Jill Valentine is dealing with a zombie outbreak and a new T-Virus, Leon Kennedy is on the trail of a kidnapped DARPA scientist, and Claire Redfield is investigating a monstrous fish that is killing whales in the bay. Joined by Chris Redfield and Rebecca Chambers, they discover the trail of clues from their separate cases all converge on the same location, Alcatraz Island, where a new evil has taken residence and awaits their arrival.",264.731,/qayga07ICNDswm0cMJ8P3VwklFZ.jpg,Destinies intertwined. A world gone mad.,"Animation, Action, Horror","CAPCOM, TMS Entertainment, Quebico, UNLIMITED PRODUCE by TMS, Sony Pictures, Sammy, Robot Communications",Japan,English,"alcatraz prison, outbreak, zombie, based on video game, survival horror, special agent, anime",5.7,"['Netflix', 'Amazon Prime Video']"
3177,5094,407445,Breathe,7.476,694,Released,2017-10-13,5026154,118,False,/3U69wpgw9sszytCBkGt1ijUW2K8.jpg,0,http://www.bleeckerstreetmedia.com/breathe,tt5716464,en,Breathe,"Based on the true story of Robin, a handsome, brilliant and adventurous man whose life takes a dramatic turn when polio leaves him paralyzed.",19.391,/wLu2N0QVfSpk10RJ17HLHyRUmww.jpg,"With her love, he lived","Drama, Romance","The Imaginarium, BFI, BBC Film, Embankment Films",United Kingdom,English,"biography, based on true story",7.2,['Amazon Prime Video']
3179,5097,11782,Hard Boiled,7.551,694,Released,1992-04-16,0,126,False,/f0I1IUmNBXtxWimsWwDszFnzqFL.jpg,4500000,,tt0104684,cn,辣手神探,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,16.814,/wuljacjo7DCzUzDianeZZwPb6to.jpg,"As a cop, he has brains, brawn, and an instinct to kill.","Action, Thriller, Crime","Golden Princess Film Production Limited, Milestone Productions",Hong Kong,"Cantonese, Mandarin, English","arms smuggling, inspector, arms dealer, hong kong, drugs",7.7,['Amazon Prime Video']
3180,5098,283566,Evangelion: 3.0+1.0 Thrice Upon a Time,8.3,693,Released,2021-03-08,92300000,155,False,/1EAxNqdkVnp48a7NUuNBHGflowM.jpg,0,https://www.amazon.com/dp/B098WNZSQ3,tt2458948,ja,シン・エヴァンゲリオン劇場版:||,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.",22.138,/md5wZRRj8biHrGtyitgBZo7674t.jpg,"Bye-bye, all of EVANGELION.","Animation, Action, Science Fiction, Drama",khara,Japan,Japanese,"technology, dystopia, mecha, battle, anime, father son conflict, humanity under attack, based on tv series, post apocalypse",8.0,['Amazon Prime Video']
3181,5099,5961,Fanny and Alexander,7.8,693,Released,1982-12-17,6795771,188,False,/jVzoKlWUpsKV3y5oLafLQhEvgX6.jpg,6000000,http://www.orionpictures.com/view/movie/633/Fanny-And-Alexander/,tt0083922,sv,Fanny och Alexander,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.",11.207,/mNlZjk8RYA93AdCGZ32D2SErNYb.jpg,,"Fantasy, Drama, Mystery","Cinematograph AB, Svenska Filminstitutet, SVT, Gaumont, Personafilm, Tobis","Sweden, Germany, France","English, German, Swedish, Yiddish","dying and death, child abuse, sibling relationship, funeral, loss of loved one, sweden, bishop, theatre group, child prodigy, dysfunctional family, ghost, hamlet, turn of the century, christmas, 1900s, 20th century, family chronicle",8.1,['Amazon Prime Video']
3182,5103,22164,Blood and Bone,7.34,692,Released,2009-02-07,0,93,False,/kPaxzVzOCmBVBu1otsSfgrC2bwF.jpg,3700000,http://www.bloodandbonemovie.com,tt0346631,en,Blood and Bone,"In Los Angeles, an ex-con takes the underground fighting world by storm in his quest to fulfill a promise to a dead friend.",28.159,/4XoqjwKhqN3GlGt0fQtcY2OhkZq.jpg,Destroy your enemy,"Action, Drama, Thriller","Remarkable Films, Michael Mailer Films",United States of America,English,"fight, tournament, kick, prison fight",6.7,['Amazon Prime Video']
3183,5104,17529,True Grit,7.4,692,Released,1969-06-11,31132592,128,False,/yRXiF3YdWhtlaeuuLMXRBZQgGWk.jpg,0,,tt0065126,en,True Grit,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",23.258,/lmexRC57l39elaIcnxhaHpcaIW2.jpg,The strangest trio ever to track a killer.,Western,Wallis-Hazen Inc.,United States of America,English,"bounty hunter, man hunt",7.4,['Amazon Prime Video']
3184,5106,4593,The Discreet Charm of the Bourgeoisie,7.535,691,Released,1972-09-15,0,101,False,/ujfVlfO1jhcsUbi8gZssFE8Cmef.jpg,800000,,tt0068361,fr,Le Charme discret de la bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",11.684,/zN4ILX2x64PvT2jIOAHXxCOi5WA.jpg,Academy Award Nominee for Best Foreign Language film 1973,Comedy,"Greenwich Film Production, 20th Century Fox","France, Italy, Spain","Spanish, French","diplomat, dream, nightmare, upper class, date, drug trafficking, guest, bishop, restaurant, surreal, bourgeoisie, satire, dinner, terrorism, drink, dream within a dream, small talk, anarchic comedy, absurd, unexpected situation",7.7,['Amazon Prime Video']
3187,5112,9516,Menace II Society,7.525,691,Released,1993-05-26,27900000,97,False,/iLEHrS5CkNlkEIlFSNPlrZup801.jpg,3500000,,tt0107554,en,Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,19.452,/nS7yqmSVeNoH22VXj69JoFCxW1h.jpg,This is the truth. This is what's real.,"Drama, Crime",New Line Cinema,United States of America,English,"drug dealer, street gang, gangster, black people, ghetto, delinquency, los angeles, california",7.5,['Amazon Prime Video']
3188,5115,11673,Cyrano de Bergerac,7.348,690,Released,1990-03-28,5822041,137,False,/2FLIYz6DJPltdGgU888WjbXq8xY.jpg,0,,tt0099334,fr,Cyrano de Bergerac,"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",11.749,/80XJ5UkGuYTKDuALeG03BLk1OT1.jpg,,"Drama, Comedy, History, Romance","Hachette Première, Films A2, DD Productions, Caméra One, CNC, Investors Club, Sofinergie 1, Union Générale Cinématographique (UGC)",France,French,"new love, paris, france, fencing, love letter, poet, nose, inferiority complex, based on play or musical, unrequited love, long nose, 17th century",7.5,['Amazon Prime Video']
3194,5124,26451,Investigation of a Citizen Above Suspicion,8.19,689,Released,1970-10-16,0,111,False,/txKj2q2bBUl7KqPkcSx19qB7Ylw.jpg,0,,tt0065889,it,Indagine su un cittadino al di sopra di ogni sospetto,"Rome, Italy. After committing a heinous crime, a senior police officer exposes evidence incriminating him because his moral commitment prevents him from circumventing the law and the social order it protects.",13.04,/vPTZwlq1IC4o1DCsEZEl2uGljzm.jpg,How will you kill me this time?,"Drama, Thriller",Vera Film,Italy,Italian,"police brutality, rome, italy, black humor, social satire, sexual sadism, masochist, crime investigation, political repression, power abuse, kafkaesque",8.0,['Amazon Prime Video']
3195,5127,456929,Champions,7.549,688,Released,2018-04-06,20121318,124,False,/8s231Ufkl9jF2JVnoZtQUxPXsSl.jpg,4920975,,tt6793580,es,Campeones,"A disgraced basketball coach is given the chance to coach Los Amigos, a team of players who are intellectually disabled, and soon realizes they just might have what it takes to make it to the national championships.",15.339,/m5z4Ud6Ya5EY3Eg3OBbVBaDKWK.jpg,When winning isn't everything,"Drama, Comedy","Películas Pendelton, Morena Films, Movistar+, Realizaciones Sol S.A., TVE",Spain,Spanish,"sports, integration, human relationship, handicap",7.2,['Amazon Prime Video']
3201,5138,1600,The Double Life of Véronique,7.524,686,Released,1991-05-15,1999955,98,False,/3ekis9Ry3lNwRzfh5rRhkLqfeVm.jpg,0,,tt0101765,fr,La Double Vie de Véronique,"Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.",16.995,/oqRyO9xrNBRaxqF9pCHHgLuaATx.jpg,"Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams.","Drama, Mystery, Fantasy","Sidéral Productions, Zespól Filmowy ""Tor"", Norsk Film, Canal+","France, Norway, Poland","French, Italian, Polish","music teacher, kraków, poland, puppeteer, heart disease, fake identity, puppet, poland, chorus, doppelgänger, parallel lives, soprano, warsaw, poland, choral music, marionettes",7.6,['Amazon Prime Video']
3202,5139,228203,"McFarland, USA",7.407,686,Released,2015-02-20,45710059,128,False,/bNxnk75NLddqqnblfjovGGyr71K.jpg,0,https://movies.disney.com/mcfarland-usa,tt2097298,en,"McFarland, USA",A track coach in a small California town transforms a team of athletes into championship contenders.,19.772,/oJ65tTWMYQiP6Ryv5KmVW86xhE7.jpg,Champions can come from anywhere.,"Drama, Family","Mayhem Pictures, Walt Disney Pictures",United States of America,"Spanish, English","small town, california, coach, championship, woman director, track and field",7.4,"['Amazon Prime Video', 'Disney+ hotstar']"
3206,5143,916224,Suzume,7.967,684,Released,2022-11-11,321092572,123,False,/4tdV5AeojEdbvn6VpeQrbuDlmzs.jpg,0,https://www.suzume-movie.com,tt16428256,ja,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",175.357,/vIeu8WysZrTSFb2uhPViKjX9EcC.jpg,"On the other side of the door, was time in its entirety.","Animation, Drama, Adventure, Fantasy","CoMix Wave Films, Story, Lawson Entertainment, East Japan Marketing & Communications, voque ting, KADOKAWA, Aniplex, TOHO",Japan,Japanese,"magic, door, natural disaster, calamity, travel, teenage girl, female protagonist, supernatural creature, enviromental, journey, anime, cliché",7.6,"['Amazon Prime Video', 'Apple TV+']"
